BY,Species,Stock,Region,Area,Spawners,Recruits,ID
1971,Chum,Cook Outer D.,Cook Inlet,North,13.50,35.52,ChumCook Outer D.Cook InletNorth
1972,Chum,Cook Outer D.,Cook Inlet,North,11.00,28.73,ChumCook Outer D.Cook InletNorth
1973,Chum,Cook Outer D.,Cook Inlet,North,18.00,61.20,ChumCook Outer D.Cook InletNorth
1974,Chum,Cook Outer D.,Cook Inlet,North,6.80,83.39,ChumCook Outer D.Cook InletNorth
1975,Chum,Cook Outer D.,Cook Inlet,North,36.40,168.81,ChumCook Outer D.Cook InletNorth
1976,Chum,Cook Outer D.,Cook Inlet,North,14.50,81.37,ChumCook Outer D.Cook InletNorth
1977,Chum,Cook Outer D.,Cook Inlet,North,26.60,104.88,ChumCook Outer D.Cook InletNorth
1978,Chum,Cook Outer D.,Cook Inlet,North,32.10,52.14,ChumCook Outer D.Cook InletNorth
1979,Chum,Cook Outer D.,Cook Inlet,North,55.80,57.41,ChumCook Outer D.Cook InletNorth
1980,Chum,Cook Outer D.,Cook Inlet,North,38.10,32.27,ChumCook Outer D.Cook InletNorth
1981,Chum,Cook Outer D.,Cook Inlet,North,34.10,22.78,ChumCook Outer D.Cook InletNorth
1982,Chum,Cook Outer D.,Cook Inlet,North,13.20,28.32,ChumCook Outer D.Cook InletNorth
1983,Chum,Cook Outer D.,Cook Inlet,North,44.70,53.88,ChumCook Outer D.Cook InletNorth
1984,Chum,Cook Outer D.,Cook Inlet,North,31.80,63.07,ChumCook Outer D.Cook InletNorth
1985,Chum,Cook Outer D.,Cook Inlet,North,12.60,11.10,ChumCook Outer D.Cook InletNorth
1986,Chum,Cook Outer D.,Cook Inlet,North,12.30,12.83,ChumCook Outer D.Cook InletNorth
1987,Chum,Cook Outer D.,Cook Inlet,North,19.50,31.30,ChumCook Outer D.Cook InletNorth
1988,Chum,Cook Outer D.,Cook Inlet,North,17.10,13.32,ChumCook Outer D.Cook InletNorth
1989,Chum,Cook Outer D.,Cook Inlet,North,9.30,8.98,ChumCook Outer D.Cook InletNorth
1990,Chum,Cook Outer D.,Cook Inlet,North,4.20,14.46,ChumCook Outer D.Cook InletNorth
1991,Chum,Cook Outer D.,Cook Inlet,North,24.70,15.16,ChumCook Outer D.Cook InletNorth
1992,Chum,Cook Outer D.,Cook Inlet,North,13.80,11.08,ChumCook Outer D.Cook InletNorth
1993,Chum,Cook Outer D.,Cook Inlet,North,6.20,9.03,ChumCook Outer D.Cook InletNorth
1994,Chum,Cook Outer D.,Cook Inlet,North,14.20,-1.00,ChumCook Outer D.Cook InletNorth
1995,Chum,Cook Outer D.,Cook Inlet,North,16.10,-1.00,ChumCook Outer D.Cook InletNorth
1964,Chum,Cook S D.,Cook Inlet,North,13.00,5.12,ChumCook S D.Cook InletNorth
1966,Chum,Cook S D.,Cook Inlet,North,11.00,72.33,ChumCook S D.Cook InletNorth
1967,Chum,Cook S D.,Cook Inlet,North,15.00,98.35,ChumCook S D.Cook InletNorth
1968,Chum,Cook S D.,Cook Inlet,North,3.00,39.27,ChumCook S D.Cook InletNorth
1970,Chum,Cook S D.,Cook Inlet,North,5.90,4.17,ChumCook S D.Cook InletNorth
1971,Chum,Cook S D.,Cook Inlet,North,6.00,8.39,ChumCook S D.Cook InletNorth
1972,Chum,Cook S D.,Cook Inlet,North,4.50,9.37,ChumCook S D.Cook InletNorth
1973,Chum,Cook S D.,Cook Inlet,North,3.00,22.88,ChumCook S D.Cook InletNorth
1974,Chum,Cook S D.,Cook Inlet,North,1.10,18.46,ChumCook S D.Cook InletNorth
1975,Chum,Cook S D.,Cook Inlet,North,8.00,19.75,ChumCook S D.Cook InletNorth
1976,Chum,Cook S D.,Cook Inlet,North,3.40,31.38,ChumCook S D.Cook InletNorth
1977,Chum,Cook S D.,Cook Inlet,North,11.60,80.31,ChumCook S D.Cook InletNorth
1978,Chum,Cook S D.,Cook Inlet,North,14.10,31.35,ChumCook S D.Cook InletNorth
1979,Chum,Cook S D.,Cook Inlet,North,10.40,13.46,ChumCook S D.Cook InletNorth
1980,Chum,Cook S D.,Cook Inlet,North,5.10,13.20,ChumCook S D.Cook InletNorth
1981,Chum,Cook S D.,Cook Inlet,North,16.30,6.39,ChumCook S D.Cook InletNorth
1982,Chum,Cook S D.,Cook Inlet,North,11.00,4.01,ChumCook S D.Cook InletNorth
1983,Chum,Cook S D.,Cook Inlet,North,7.20,6.00,ChumCook S D.Cook InletNorth
1984,Chum,Cook S D.,Cook Inlet,North,10.70,10.16,ChumCook S D.Cook InletNorth
1985,Chum,Cook S D.,Cook Inlet,North,5.40,3.61,ChumCook S D.Cook InletNorth
1986,Chum,Cook S D.,Cook Inlet,North,3.10,3.72,ChumCook S D.Cook InletNorth
1987,Chum,Cook S D.,Cook Inlet,North,3.50,3.70,ChumCook S D.Cook InletNorth
1988,Chum,Cook S D.,Cook Inlet,North,11.60,3.62,ChumCook S D.Cook InletNorth
1989,Chum,Cook S D.,Cook Inlet,North,3.10,9.70,ChumCook S D.Cook InletNorth
1990,Chum,Cook S D.,Cook Inlet,North,3.60,14.32,ChumCook S D.Cook InletNorth
1991,Chum,Cook S D.,Cook Inlet,North,4.20,9.51,ChumCook S D.Cook InletNorth
1992,Chum,Cook S D.,Cook Inlet,North,2.20,12.60,ChumCook S D.Cook InletNorth
1993,Chum,Cook S D.,Cook Inlet,North,7.90,17.68,ChumCook S D.Cook InletNorth
1994,Chum,Cook S D.,Cook Inlet,North,16.50,-1.00,ChumCook S D.Cook InletNorth
1995,Chum,Cook S D.,Cook Inlet,North,8.00,-1.00,ChumCook S D.Cook InletNorth
1971,Chum,Kamishak,Cook Inlet,North,23.00,53.52,ChumKamishakCook InletNorth
1972,Chum,Kamishak,Cook Inlet,North,16.60,122.24,ChumKamishakCook InletNorth
1973,Chum,Kamishak,Cook Inlet,North,42.00,134.97,ChumKamishakCook InletNorth
1974,Chum,Kamishak,Cook Inlet,North,25.20,160.22,ChumKamishakCook InletNorth
1975,Chum,Kamishak,Cook Inlet,North,26.00,104.42,ChumKamishakCook InletNorth
1976,Chum,Kamishak,Cook Inlet,North,83.50,98.84,ChumKamishakCook InletNorth
1977,Chum,Kamishak,Cook Inlet,North,61.70,129.27,ChumKamishakCook InletNorth
1978,Chum,Kamishak,Cook Inlet,North,135.60,199.59,ChumKamishakCook InletNorth
1979,Chum,Kamishak,Cook Inlet,North,64.50,225.01,ChumKamishakCook InletNorth
1980,Chum,Kamishak,Cook Inlet,North,67.50,131.02,ChumKamishakCook InletNorth
1981,Chum,Kamishak,Cook Inlet,North,85.00,63.65,ChumKamishakCook InletNorth
1982,Chum,Kamishak,Cook Inlet,North,106.80,147.60,ChumKamishakCook InletNorth
1983,Chum,Kamishak,Cook Inlet,North,131.50,212.20,ChumKamishakCook InletNorth
1984,Chum,Kamishak,Cook Inlet,North,83.30,256.36,ChumKamishakCook InletNorth
1985,Chum,Kamishak,Cook Inlet,North,33.00,102.67,ChumKamishakCook InletNorth
1986,Chum,Kamishak,Cook Inlet,North,92.90,45.72,ChumKamishakCook InletNorth
1987,Chum,Kamishak,Cook Inlet,North,102.00,54.86,ChumKamishakCook InletNorth
1988,Chum,Kamishak,Cook Inlet,North,118.90,59.75,ChumKamishakCook InletNorth
1989,Chum,Kamishak,Cook Inlet,North,104.20,64.06,ChumKamishakCook InletNorth
1990,Chum,Kamishak,Cook Inlet,North,38.90,61.61,ChumKamishakCook InletNorth
1991,Chum,Kamishak,Cook Inlet,North,50.40,76.20,ChumKamishakCook InletNorth
1992,Chum,Kamishak,Cook Inlet,North,50.50,74.53,ChumKamishakCook InletNorth
1993,Chum,Kamishak,Cook Inlet,North,66.50,66.84,ChumKamishakCook InletNorth
1994,Chum,Kamishak,Cook Inlet,North,56.40,-1.00,ChumKamishakCook InletNorth
1995,Chum,Kamishak,Cook Inlet,North,66.80,-1.00,ChumKamishakCook InletNorth
1972,Chum,Upper Cook,Cook Inlet,North,1018.42,1682.08,ChumUpper CookCook InletNorth
1973,Chum,Upper Cook,Cook Inlet,North,1291.19,2759.31,ChumUpper CookCook InletNorth
1974,Chum,Upper Cook,Cook Inlet,North,731.03,1397.46,ChumUpper CookCook InletNorth
1975,Chum,Upper Cook,Cook Inlet,North,1630.03,2017.18,ChumUpper CookCook InletNorth
1976,Chum,Upper Cook,Cook Inlet,North,519.68,1777.98,ChumUpper CookCook InletNorth
1977,Chum,Upper Cook,Cook Inlet,North,2463.22,3047.57,ChumUpper CookCook InletNorth
1978,Chum,Upper Cook,Cook Inlet,North,426.98,2970.37,ChumUpper CookCook InletNorth
1979,Chum,Upper Cook,Cook Inlet,North,1790.06,1447.23,ChumUpper CookCook InletNorth
1980,Chum,Upper Cook,Cook Inlet,North,837.88,1656.35,ChumUpper CookCook InletNorth
1981,Chum,Upper Cook,Cook Inlet,North,2482.70,2009.68,ChumUpper CookCook InletNorth
1982,Chum,Upper Cook,Cook Inlet,North,1541.83,2819.02,ChumUpper CookCook InletNorth
1983,Chum,Upper Cook,Cook Inlet,North,1062.11,799.97,ChumUpper CookCook InletNorth
1984,Chum,Upper Cook,Cook Inlet,North,1028.28,1777.65,ChumUpper CookCook InletNorth
1985,Chum,Upper Cook,Cook Inlet,North,1280.68,973.05,ChumUpper CookCook InletNorth
1986,Chum,Upper Cook,Cook Inlet,North,1485.38,668.38,ChumUpper CookCook InletNorth
1987,Chum,Upper Cook,Cook Inlet,North,777.64,861.50,ChumUpper CookCook InletNorth
1988,Chum,Upper Cook,Cook Inlet,North,1320.09,736.60,ChumUpper CookCook InletNorth
1989,Chum,Upper Cook,Cook Inlet,North,756.85,516.85,ChumUpper CookCook InletNorth
1990,Chum,Upper Cook,Cook Inlet,North,421.31,566.89,ChumUpper CookCook InletNorth
1991,Chum,Upper Cook,Cook Inlet,North,508.36,1579.35,ChumUpper CookCook InletNorth
1992,Chum,Upper Cook,Cook Inlet,North,637.87,308.40,ChumUpper CookCook InletNorth
1993,Chum,Upper Cook,Cook Inlet,North,205.12,735.07,ChumUpper CookCook InletNorth
1994,Chum,Upper Cook,Cook Inlet,North,549.95,-1.00,ChumUpper CookCook InletNorth
1995,Chum,Upper Cook,Cook Inlet,North,815.76,-1.00,ChumUpper CookCook InletNorth
1962,Chum,Kodiak,Kodiak,North,297.90,715.19,ChumKodiakKodiakNorth
1963,Chum,Kodiak,Kodiak,North,75.52,548.94,ChumKodiakKodiakNorth
1964,Chum,Kodiak,Kodiak,North,261.43,767.25,ChumKodiakKodiakNorth
1965,Chum,Kodiak,Kodiak,North,67.16,761.30,ChumKodiakKodiakNorth
1966,Chum,Kodiak,Kodiak,North,143.70,1265.80,ChumKodiakKodiakNorth
1967,Chum,Kodiak,Kodiak,North,136.08,1667.40,ChumKodiakKodiakNorth
1968,Chum,Kodiak,Kodiak,North,121.00,1216.02,ChumKodiakKodiakNorth
1969,Chum,Kodiak,Kodiak,North,77.29,537.34,ChumKodiakKodiakNorth
1970,Chum,Kodiak,Kodiak,North,123.15,315.32,ChumKodiakKodiakNorth
1971,Chum,Kodiak,Kodiak,North,249.33,506.66,ChumKodiakKodiakNorth
1972,Chum,Kodiak,Kodiak,North,335.12,1265.44,ChumKodiakKodiakNorth
1973,Chum,Kodiak,Kodiak,North,258.04,1617.46,ChumKodiakKodiakNorth
1974,Chum,Kodiak,Kodiak,North,86.38,1212.32,ChumKodiakKodiakNorth
1975,Chum,Kodiak,Kodiak,North,156.76,1282.20,ChumKodiakKodiakNorth
1976,Chum,Kodiak,Kodiak,North,312.91,1926.13,ChumKodiakKodiakNorth
1977,Chum,Kodiak,Kodiak,North,742.38,2145.67,ChumKodiakKodiakNorth
1978,Chum,Kodiak,Kodiak,North,482.96,2160.18,ChumKodiakKodiakNorth
1979,Chum,Kodiak,Kodiak,North,607.43,1740.32,ChumKodiakKodiakNorth
1980,Chum,Kodiak,Kodiak,North,830.07,1299.22,ChumKodiakKodiakNorth
1981,Chum,Kodiak,Kodiak,North,741.98,1366.91,ChumKodiakKodiakNorth
1982,Chum,Kodiak,Kodiak,North,1023.92,1614.97,ChumKodiakKodiakNorth
1983,Chum,Kodiak,Kodiak,North,824.75,1556.45,ChumKodiakKodiakNorth
1984,Chum,Kodiak,Kodiak,North,682.94,1786.98,ChumKodiakKodiakNorth
1985,Chum,Kodiak,Kodiak,North,723.39,1346.07,ChumKodiakKodiakNorth
1986,Chum,Kodiak,Kodiak,North,655.82,1362.54,ChumKodiakKodiakNorth
1987,Chum,Kodiak,Kodiak,North,641.58,1684.28,ChumKodiakKodiakNorth
1988,Chum,Kodiak,Kodiak,North,558.53,1116.75,ChumKodiakKodiakNorth
1989,Chum,Kodiak,Kodiak,North,1432.61,987.76,ChumKodiakKodiakNorth
1990,Chum,Kodiak,Kodiak,North,474.62,1493.66,ChumKodiakKodiakNorth
1991,Chum,Kodiak,Kodiak,North,934.34,1624.75,ChumKodiakKodiakNorth
1992,Chum,Kodiak,Kodiak,North,530.13,-1.00,ChumKodiakKodiakNorth
1993,Chum,Kodiak,Kodiak,North,234.38,-1.00,ChumKodiakKodiakNorth
1962,Chum,Chignik Central D.,Chignik,North,40.40,30.75,ChumChignik Central D.ChignikNorth
1963,Chum,Chignik Central D.,Chignik,North,34.00,24.55,ChumChignik Central D.ChignikNorth
1964,Chum,Chignik Central D.,Chignik,North,24.20,16.15,ChumChignik Central D.ChignikNorth
1965,Chum,Chignik Central D.,Chignik,North,19.20,23.68,ChumChignik Central D.ChignikNorth
1966,Chum,Chignik Central D.,Chignik,North,10.00,47.31,ChumChignik Central D.ChignikNorth
1967,Chum,Chignik Central D.,Chignik,North,17.20,34.49,ChumChignik Central D.ChignikNorth
1968,Chum,Chignik Central D.,Chignik,North,14.50,15.81,ChumChignik Central D.ChignikNorth
1969,Chum,Chignik Central D.,Chignik,North,6.50,18.72,ChumChignik Central D.ChignikNorth
1970,Chum,Chignik Central D.,Chignik,North,23.40,27.73,ChumChignik Central D.ChignikNorth
1971,Chum,Chignik Central D.,Chignik,North,29.10,22.14,ChumChignik Central D.ChignikNorth
1972,Chum,Chignik Central D.,Chignik,North,14.20,20.27,ChumChignik Central D.ChignikNorth
1973,Chum,Chignik Central D.,Chignik,North,12.20,20.22,ChumChignik Central D.ChignikNorth
1974,Chum,Chignik Central D.,Chignik,North,18.10,34.19,ChumChignik Central D.ChignikNorth
1975,Chum,Chignik Central D.,Chignik,North,18.80,60.32,ChumChignik Central D.ChignikNorth
1976,Chum,Chignik Central D.,Chignik,North,17.80,108.99,ChumChignik Central D.ChignikNorth
1977,Chum,Chignik Central D.,Chignik,North,9.30,148.78,ChumChignik Central D.ChignikNorth
1978,Chum,Chignik Central D.,Chignik,North,13.80,69.23,ChumChignik Central D.ChignikNorth
1979,Chum,Chignik Central D.,Chignik,North,44.80,34.51,ChumChignik Central D.ChignikNorth
1980,Chum,Chignik Central D.,Chignik,North,34.20,33.65,ChumChignik Central D.ChignikNorth
1981,Chum,Chignik Central D.,Chignik,North,26.10,30.68,ChumChignik Central D.ChignikNorth
1982,Chum,Chignik Central D.,Chignik,North,49.40,47.82,ChumChignik Central D.ChignikNorth
1983,Chum,Chignik Central D.,Chignik,North,17.00,50.22,ChumChignik Central D.ChignikNorth
1984,Chum,Chignik Central D.,Chignik,North,35.40,72.87,ChumChignik Central D.ChignikNorth
1985,Chum,Chignik Central D.,Chignik,North,9.60,71.60,ChumChignik Central D.ChignikNorth
1986,Chum,Chignik Central D.,Chignik,North,31.00,114.06,ChumChignik Central D.ChignikNorth
1987,Chum,Chignik Central D.,Chignik,North,17.50,120.37,ChumChignik Central D.ChignikNorth
1988,Chum,Chignik Central D.,Chignik,North,55.80,168.67,ChumChignik Central D.ChignikNorth
1989,Chum,Chignik Central D.,Chignik,North,34.70,116.87,ChumChignik Central D.ChignikNorth
1990,Chum,Chignik Central D.,Chignik,North,28.00,161.90,ChumChignik Central D.ChignikNorth
1991,Chum,Chignik Central D.,Chignik,North,18.00,126.57,ChumChignik Central D.ChignikNorth
1992,Chum,Chignik Central D.,Chignik,North,173.10,-1.00,ChumChignik Central D.ChignikNorth
1993,Chum,Chignik Central D.,Chignik,North,39.40,-1.00,ChumChignik Central D.ChignikNorth
1962,Chum,Chignik E D.,Chignik,North,79.60,160.32,ChumChignik E D.ChignikNorth
1963,Chum,Chignik E D.,Chignik,North,55.20,136.18,ChumChignik E D.ChignikNorth
1964,Chum,Chignik E D.,Chignik,North,165.40,137.58,ChumChignik E D.ChignikNorth
1965,Chum,Chignik E D.,Chignik,North,58.00,169.94,ChumChignik E D.ChignikNorth
1966,Chum,Chignik E D.,Chignik,North,58.00,340.27,ChumChignik E D.ChignikNorth
1967,Chum,Chignik E D.,Chignik,North,89.80,263.39,ChumChignik E D.ChignikNorth
1968,Chum,Chignik E D.,Chignik,North,63.00,118.67,ChumChignik E D.ChignikNorth
1969,Chum,Chignik E D.,Chignik,North,66.50,68.61,ChumChignik E D.ChignikNorth
1970,Chum,Chignik E D.,Chignik,North,126.00,64.57,ChumChignik E D.ChignikNorth
1971,Chum,Chignik E D.,Chignik,North,219.20,72.02,ChumChignik E D.ChignikNorth
1972,Chum,Chignik E D.,Chignik,North,107.40,104.02,ChumChignik E D.ChignikNorth
1973,Chum,Chignik E D.,Chignik,North,59.10,64.69,ChumChignik E D.ChignikNorth
1974,Chum,Chignik E D.,Chignik,North,76.30,86.20,ChumChignik E D.ChignikNorth
1975,Chum,Chignik E D.,Chignik,North,41.30,129.38,ChumChignik E D.ChignikNorth
1976,Chum,Chignik E D.,Chignik,North,122.30,184.64,ChumChignik E D.ChignikNorth
1977,Chum,Chignik E D.,Chignik,North,54.50,223.82,ChumChignik E D.ChignikNorth
1978,Chum,Chignik E D.,Chignik,North,55.80,162.20,ChumChignik E D.ChignikNorth
1979,Chum,Chignik E D.,Chignik,North,79.50,121.75,ChumChignik E D.ChignikNorth
1980,Chum,Chignik E D.,Chignik,North,107.00,154.54,ChumChignik E D.ChignikNorth
1981,Chum,Chignik E D.,Chignik,North,126.00,21.85,ChumChignik E D.ChignikNorth
1982,Chum,Chignik E D.,Chignik,North,145.40,32.25,ChumChignik E D.ChignikNorth
1983,Chum,Chignik E D.,Chignik,North,50.20,127.49,ChumChignik E D.ChignikNorth
1984,Chum,Chignik E D.,Chignik,North,214.70,216.65,ChumChignik E D.ChignikNorth
1985,Chum,Chignik E D.,Chignik,North,4.90,113.41,ChumChignik E D.ChignikNorth
1986,Chum,Chignik E D.,Chignik,North,8.50,133.83,ChumChignik E D.ChignikNorth
1987,Chum,Chignik E D.,Chignik,North,38.30,173.27,ChumChignik E D.ChignikNorth
1988,Chum,Chignik E D.,Chignik,North,221.90,288.06,ChumChignik E D.ChignikNorth
1989,Chum,Chignik E D.,Chignik,North,74.30,157.83,ChumChignik E D.ChignikNorth
1990,Chum,Chignik E D.,Chignik,North,139.70,130.36,ChumChignik E D.ChignikNorth
1991,Chum,Chignik E D.,Chignik,North,70.40,130.78,ChumChignik E D.ChignikNorth
1992,Chum,Chignik E D.,Chignik,North,306.90,-1.00,ChumChignik E D.ChignikNorth
1993,Chum,Chignik E D.,Chignik,North,135.20,-1.00,ChumChignik E D.ChignikNorth
1962,Chum,Chignik W D.,Chignik,North,83.10,75.73,ChumChignik W D.ChignikNorth
1963,Chum,Chignik W D.,Chignik,North,10.00,72.30,ChumChignik W D.ChignikNorth
1964,Chum,Chignik W D.,Chignik,North,37.00,86.62,ChumChignik W D.ChignikNorth
1965,Chum,Chignik W D.,Chignik,North,25.00,106.03,ChumChignik W D.ChignikNorth
1966,Chum,Chignik W D.,Chignik,North,12.00,239.62,ChumChignik W D.ChignikNorth
1967,Chum,Chignik W D.,Chignik,North,24.00,263.14,ChumChignik W D.ChignikNorth
1968,Chum,Chignik W D.,Chignik,North,9.60,75.65,ChumChignik W D.ChignikNorth
1969,Chum,Chignik W D.,Chignik,North,27.60,39.57,ChumChignik W D.ChignikNorth
1970,Chum,Chignik W D.,Chignik,North,49.70,42.83,ChumChignik W D.ChignikNorth
1971,Chum,Chignik W D.,Chignik,North,184.10,58.26,ChumChignik W D.ChignikNorth
1972,Chum,Chignik W D.,Chignik,North,59.00,108.92,ChumChignik W D.ChignikNorth
1973,Chum,Chignik W D.,Chignik,North,35.60,128.14,ChumChignik W D.ChignikNorth
1974,Chum,Chignik W D.,Chignik,North,39.40,93.35,ChumChignik W D.ChignikNorth
1975,Chum,Chignik W D.,Chignik,North,43.40,130.28,ChumChignik W D.ChignikNorth
1976,Chum,Chignik W D.,Chignik,North,55.00,193.60,ChumChignik W D.ChignikNorth
1977,Chum,Chignik W D.,Chignik,North,70.40,284.99,ChumChignik W D.ChignikNorth
1978,Chum,Chignik W D.,Chignik,North,27.30,235.23,ChumChignik W D.ChignikNorth
1979,Chum,Chignik W D.,Chignik,North,42.50,121.55,ChumChignik W D.ChignikNorth
1980,Chum,Chignik W D.,Chignik,North,56.50,82.80,ChumChignik W D.ChignikNorth
1981,Chum,Chignik W D.,Chignik,North,70.30,58.48,ChumChignik W D.ChignikNorth
1982,Chum,Chignik W D.,Chignik,North,35.40,86.76,ChumChignik W D.ChignikNorth
1983,Chum,Chignik W D.,Chignik,North,20.10,113.05,ChumChignik W D.ChignikNorth
1984,Chum,Chignik W D.,Chignik,North,73.80,89.66,ChumChignik W D.ChignikNorth
1985,Chum,Chignik W D.,Chignik,North,34.60,48.78,ChumChignik W D.ChignikNorth
1986,Chum,Chignik W D.,Chignik,North,5.30,121.02,ChumChignik W D.ChignikNorth
1987,Chum,Chignik W D.,Chignik,North,19.70,130.27,ChumChignik W D.ChignikNorth
1988,Chum,Chignik W D.,Chignik,North,27.40,93.86,ChumChignik W D.ChignikNorth
1989,Chum,Chignik W D.,Chignik,North,7.40,67.40,ChumChignik W D.ChignikNorth
1990,Chum,Chignik W D.,Chignik,North,28.80,141.86,ChumChignik W D.ChignikNorth
1991,Chum,Chignik W D.,Chignik,North,38.10,160.80,ChumChignik W D.ChignikNorth
1992,Chum,Chignik W D.,Chignik,North,53.30,-1.00,ChumChignik W D.ChignikNorth
1993,Chum,Chignik W D.,Chignik,North,14.00,-1.00,ChumChignik W D.ChignikNorth
1962,Chum,Perryville,Chignik,North,10.50,21.23,ChumPerryvilleChignikNorth
1963,Chum,Perryville,Chignik,North,7.00,10.96,ChumPerryvilleChignikNorth
1964,Chum,Perryville,Chignik,North,26.00,17.48,ChumPerryvilleChignikNorth
1965,Chum,Perryville,Chignik,North,7.00,27.38,ChumPerryvilleChignikNorth
1966,Chum,Perryville,Chignik,North,20.40,48.76,ChumPerryvilleChignikNorth
1967,Chum,Perryville,Chignik,North,5.70,54.45,ChumPerryvilleChignikNorth
1968,Chum,Perryville,Chignik,North,1.80,21.06,ChumPerryvilleChignikNorth
1969,Chum,Perryville,Chignik,North,1.00,10.92,ChumPerryvilleChignikNorth
1970,Chum,Perryville,Chignik,North,13.00,14.94,ChumPerryvilleChignikNorth
1971,Chum,Perryville,Chignik,North,30.00,21.49,ChumPerryvilleChignikNorth
1972,Chum,Perryville,Chignik,North,11.50,22.57,ChumPerryvilleChignikNorth
1973,Chum,Perryville,Chignik,North,9.30,25.02,ChumPerryvilleChignikNorth
1974,Chum,Perryville,Chignik,North,12.50,37.38,ChumPerryvilleChignikNorth
1975,Chum,Perryville,Chignik,North,20.50,50.67,ChumPerryvilleChignikNorth
1976,Chum,Perryville,Chignik,North,8.90,71.57,ChumPerryvilleChignikNorth
1977,Chum,Perryville,Chignik,North,15.40,62.89,ChumPerryvilleChignikNorth
1978,Chum,Perryville,Chignik,North,5.30,42.24,ChumPerryvilleChignikNorth
1979,Chum,Perryville,Chignik,North,12.80,36.48,ChumPerryvilleChignikNorth
1980,Chum,Perryville,Chignik,North,29.10,35.40,ChumPerryvilleChignikNorth
1981,Chum,Perryville,Chignik,North,19.30,25.21,ChumPerryvilleChignikNorth
1982,Chum,Perryville,Chignik,North,23.60,37.65,ChumPerryvilleChignikNorth
1983,Chum,Perryville,Chignik,North,8.20,45.42,ChumPerryvilleChignikNorth
